,0,1
1046,"洗碗机,调,为,智能,洗,模式",setMode
1047,"洗碗机,调,为,强力,洗,模式",setMode
1048,"洗碗机,调,为,智能,模式",setMode
1049,"洗碗机,调,为,强力,模式",setMode
1050,"洗碗机,调,为,骨瓷,洗,模式",setMode
1051,"洗碗机,调为,速洗,模式",setMode
1052,"洗碗机,调为,快,洗,模式",setMode
1053,"洗碗机,调,为,节能,洗,模式",setMode
1054,"洗碗机,调,为,消毒,洗,模式",setMode
1055,"洗碗机,调,为,自动,模式",setMode
1056,"洗碗机,调,为,玻璃,洗,模式",setMode
1057,"洗碗机,调,为,冲洗,模式",setMode
1058,"洗碗机,调,为,果蔬,洗,模式",setMode
1059,"洗碗机,调,为,标准,洗,模式",setMode
1060,"洗碗机,调,为,即时,洗,模式",setMode
1061,"洗碗机,调,为,经济,洗,模式",setMode
1062,"厨房,洗碗机,调,为,智能,洗,模式",setMode
1063,"厨房,洗碗机,调,为,强力,洗,模式",setMode
1064,"厨房,洗碗机,调,为,智能,模式",setMode
1065,"厨房,洗碗机,调,为,强力,模式",setMode
1066,"厨房,洗碗机,调,为,骨瓷,洗,模式",setMode
1067,"厨房,洗碗机,调为,速洗,模式",setMode
1068,"厨房,洗碗机,调为,快,洗,模式",setMode
1069,"厨房,洗碗机,调,为,节能,洗,模式",setMode
1070,"厨房,洗碗机,调,为,消毒,洗,模式",setMode
1071,"厨房,洗碗机,调,为,自动,模式",setMode
1072,"厨房,洗碗机,调,为,玻璃,洗,模式",setMode
1073,"厨房,洗碗机,调,为,冲洗,模式",setMode
1074,"厨房,洗碗机,调,为,果蔬,洗,模式",setMode
1075,"厨房,洗碗机,调,为,标准,洗,模式",setMode
1076,"厨房,洗碗机,调,为,即时,洗,模式",setMode
1077,"厨房,洗碗机,调,为,经济,洗,模式",setMode
1078,"洗碗机,改,到,智能,洗,模式",setMode
1079,"洗碗机,改,到,强力,洗,模式",setMode
1080,"洗碗机,改,到,智能,模式",setMode
1081,"洗碗机,改,到,强力,模式",setMode
1082,"洗碗机,改,到,骨瓷,洗,模式",setMode
1083,"洗碗机,改到,速洗,模式",setMode
1084,"洗碗机,改到,快,洗,模式",setMode
1085,"洗碗机,改,到,节能,洗,模式",setMode
1086,"洗碗机,改,到,消毒,洗,模式",setMode
1087,"洗碗机,改,到,自动,模式",setMode
1088,"洗碗机,改,到,玻璃,洗,模式",setMode
1089,"洗碗机,改,到,冲洗,模式",setMode
1090,"洗碗机,改,到,果蔬,洗,模式",setMode
1091,"洗碗机,改,到,标准,洗,模式",setMode
1092,"洗碗机,改,到,即时,洗,模式",setMode
1093,"洗碗机,改,到,经济,洗,模式",setMode
1094,"厨房,洗碗机,改,到,智能,洗,模式",setMode
1095,"厨房,洗碗机,改,到,强力,洗,模式",setMode
1096,"厨房,洗碗机,改,到,智能,模式",setMode
1097,"厨房,洗碗机,改,到,强力,模式",setMode
1098,"厨房,洗碗机,改,到,骨瓷,洗,模式",setMode
1099,"厨房,洗碗机,改到,速洗,模式",setMode
1100,"厨房,洗碗机,改到,快,洗,模式",setMode
1101,"厨房,洗碗机,改,到,节能,洗,模式",setMode
1102,"厨房,洗碗机,改,到,消毒,洗,模式",setMode
1103,"厨房,洗碗机,改,到,自动,模式",setMode
1104,"厨房,洗碗机,改,到,玻璃,洗,模式",setMode
1105,"厨房,洗碗机,改,到,冲洗,模式",setMode
1106,"厨房,洗碗机,改,到,果蔬,洗,模式",setMode
1107,"厨房,洗碗机,改,到,标准,洗,模式",setMode
1108,"厨房,洗碗机,改,到,即时,洗,模式",setMode
1109,"厨房,洗碗机,改,到,经济,洗,模式",setMode
1110,"洗碗机,模式,设置,智能,洗",setMode
1111,"洗碗机,模式,设置,强力,洗",setMode
1112,"洗碗机,模式,设置,智能",setMode
1113,"洗碗机,模式,设置,强力",setMode
1114,"洗碗机,模式,设置,骨瓷,洗",setMode
1115,"洗碗机,模式,设置,速洗",setMode
1116,"洗碗机,模式,设置,快,洗",setMode
1117,"洗碗机,模式,设置,节能,洗",setMode
1118,"洗碗机,模式,设置,消毒,洗",setMode
1119,"洗碗机,模式,设置,自动",setMode
1120,"洗碗机,模式,设置,玻璃,洗",setMode
1121,"洗碗机,模式,设置,冲洗",setMode
1122,"洗碗机,模式,设置,果蔬,洗",setMode
1123,"洗碗机,模式,设置,标准,洗",setMode
1124,"洗碗机,模式,设置,即时,洗",setMode
1125,"洗碗机,模式,设置,经济,洗",setMode
1126,"厨房,洗碗机,模式,设置,智能,洗",setMode
1127,"厨房,洗碗机,模式,设置,强力,洗",setMode
1128,"厨房,洗碗机,模式,设置,智能",setMode
1129,"厨房,洗碗机,模式,设置,强力",setMode
1130,"厨房,洗碗机,模式,设置,骨瓷,洗",setMode
1131,"厨房,洗碗机,模式,设置,速洗",setMode
1132,"厨房,洗碗机,模式,设置,快,洗",setMode
1133,"厨房,洗碗机,模式,设置,节能,洗",setMode
1134,"厨房,洗碗机,模式,设置,消毒,洗",setMode
1135,"厨房,洗碗机,模式,设置,自动",setMode
1136,"厨房,洗碗机,模式,设置,玻璃,洗",setMode
1137,"厨房,洗碗机,模式,设置,冲洗",setMode
1138,"厨房,洗碗机,模式,设置,果蔬,洗",setMode
1139,"厨房,洗碗机,模式,设置,标准,洗",setMode
1140,"厨房,洗碗机,模式,设置,即时,洗",setMode
1141,"厨房,洗碗机,模式,设置,经济,洗",setMode
1142,"洗碗机,模式,设,为,智能,洗",setMode
1143,"洗碗机,模式,设,为,强力,洗",setMode
1144,"洗碗机,模式,设,为,智能",setMode
1145,"洗碗机,模式,设,为,强力",setMode
1146,"洗碗机,模式,设,为,骨瓷,洗",setMode
1147,"洗碗机,模式,设为,速洗",setMode
1148,"洗碗机,模式,设为,快,洗",setMode
1149,"洗碗机,模式,设,为,节能,洗",setMode
1150,"洗碗机,模式,设,为,消毒,洗",setMode
1151,"洗碗机,模式,设,为,自动",setMode
1152,"洗碗机,模式,设,为,玻璃,洗",setMode
1153,"洗碗机,模式,设,为,冲洗",setMode
1154,"洗碗机,模式,设,为,果蔬,洗",setMode
1155,"洗碗机,模式,设,为,标准,洗",setMode
1156,"洗碗机,模式,设,为,即时,洗",setMode
1157,"洗碗机,模式,设,为,经济,洗",setMode
1158,"厨房,洗碗机,模式,设,为,智能,洗",setMode
1159,"厨房,洗碗机,模式,设,为,强力,洗",setMode
1160,"厨房,洗碗机,模式,设,为,智能",setMode
1161,"厨房,洗碗机,模式,设,为,强力",setMode
1162,"厨房,洗碗机,模式,设,为,骨瓷,洗",setMode
1163,"厨房,洗碗机,模式,设为,速洗",setMode
1164,"厨房,洗碗机,模式,设为,快,洗",setMode
1165,"厨房,洗碗机,模式,设,为,节能,洗",setMode
1166,"厨房,洗碗机,模式,设,为,消毒,洗",setMode
1167,"厨房,洗碗机,模式,设,为,自动",setMode
1168,"厨房,洗碗机,模式,设,为,玻璃,洗",setMode
1169,"厨房,洗碗机,模式,设,为,冲洗",setMode
1170,"厨房,洗碗机,模式,设,为,果蔬,洗",setMode
1171,"厨房,洗碗机,模式,设,为,标准,洗",setMode
1172,"厨房,洗碗机,模式,设,为,即时,洗",setMode
1173,"厨房,洗碗机,模式,设,为,经济,洗",setMode
1174,"洗碗机,模式,改为,智能,洗",setMode
1175,"洗碗机,模式,改为,强力,洗",setMode
1176,"洗碗机,模式,改为,智能",setMode
1177,"洗碗机,模式,改为,强力",setMode
1178,"洗碗机,模式,改为,骨瓷,洗",setMode
1179,"洗碗机,模式,改为,速洗",setMode
1180,"洗碗机,模式,改为,快,洗",setMode
1181,"洗碗机,模式,改为,节能,洗",setMode
1182,"洗碗机,模式,改为,消毒,洗",setMode
1183,"洗碗机,模式,改为,自动",setMode
1184,"洗碗机,模式,改为,玻璃,洗",setMode
1185,"洗碗机,模式,改为,冲洗",setMode
1186,"洗碗机,模式,改为,果蔬,洗",setMode
1187,"洗碗机,模式,改为,标准,洗",setMode
1188,"洗碗机,模式,改为,即时,洗",setMode
1189,"洗碗机,模式,改为,经济,洗",setMode
1190,"厨房,洗碗机,模式,改为,智能,洗",setMode
1191,"厨房,洗碗机,模式,改为,强力,洗",setMode
1192,"厨房,洗碗机,模式,改为,智能",setMode
1193,"厨房,洗碗机,模式,改为,强力",setMode
1194,"厨房,洗碗机,模式,改为,骨瓷,洗",setMode
1195,"厨房,洗碗机,模式,改为,速洗",setMode
1196,"厨房,洗碗机,模式,改为,快,洗",setMode
1197,"厨房,洗碗机,模式,改为,节能,洗",setMode
1198,"厨房,洗碗机,模式,改为,消毒,洗",setMode
1199,"厨房,洗碗机,模式,改为,自动",setMode
1200,"厨房,洗碗机,模式,改为,玻璃,洗",setMode
1201,"厨房,洗碗机,模式,改为,冲洗",setMode
1202,"厨房,洗碗机,模式,改为,果蔬,洗",setMode
1203,"厨房,洗碗机,模式,改为,标准,洗",setMode
1204,"厨房,洗碗机,模式,改为,即时,洗",setMode
1205,"厨房,洗碗机,模式,改为,经济,洗",setMode
1206,"洗碗机,模式,设置,为,智能,洗",setMode
1207,"洗碗机,模式,设置,为,强力,洗",setMode
1208,"洗碗机,模式,设置,为,智能",setMode
1209,"洗碗机,模式,设置,为,强力",setMode
1210,"洗碗机,模式,设置,为,骨瓷,洗",setMode
1211,"洗碗机,模式,设置,为速,洗",setMode
1212,"洗碗机,模式,设置,为,快,洗",setMode
1213,"洗碗机,模式,设置,为,节能,洗",setMode
1214,"洗碗机,模式,设置,为,消毒,洗",setMode
1215,"洗碗机,模式,设置,为,自动",setMode
1216,"洗碗机,模式,设置,为,玻璃,洗",setMode
1217,"洗碗机,模式,设置,为,冲洗",setMode
1218,"洗碗机,模式,设置,为,果蔬,洗",setMode
1219,"洗碗机,模式,设置,为,标准,洗",setMode
1220,"洗碗机,模式,设置,为,即时,洗",setMode
1221,"洗碗机,模式,设置,为,经济,洗",setMode
1222,"厨房,洗碗机,模式,设置,为,智能,洗",setMode
1223,"厨房,洗碗机,模式,设置,为,强力,洗",setMode
1224,"厨房,洗碗机,模式,设置,为,智能",setMode
1225,"厨房,洗碗机,模式,设置,为,强力",setMode
1226,"厨房,洗碗机,模式,设置,为,骨瓷,洗",setMode
1227,"厨房,洗碗机,模式,设置,为速,洗",setMode
1228,"厨房,洗碗机,模式,设置,为,快,洗",setMode
1229,"厨房,洗碗机,模式,设置,为,节能,洗",setMode
1230,"厨房,洗碗机,模式,设置,为,消毒,洗",setMode
1231,"厨房,洗碗机,模式,设置,为,自动",setMode
1232,"厨房,洗碗机,模式,设置,为,玻璃,洗",setMode
1233,"厨房,洗碗机,模式,设置,为,冲洗",setMode
1234,"厨房,洗碗机,模式,设置,为,果蔬,洗",setMode
1235,"厨房,洗碗机,模式,设置,为,标准,洗",setMode
1236,"厨房,洗碗机,模式,设置,为,即时,洗",setMode
1237,"厨房,洗碗机,模式,设置,为,经济,洗",setMode
1238,"洗碗机,模式,调,为,智能,洗",setMode
1239,"洗碗机,模式,调,为,强力,洗",setMode
1240,"洗碗机,模式,调,为,智能",setMode
1241,"洗碗机,模式,调,为,强力",setMode
1242,"洗碗机,模式,调,为,骨瓷,洗",setMode
1243,"洗碗机,模式,调为,速洗",setMode
1244,"洗碗机,模式,调为,快,洗",setMode
1245,"洗碗机,模式,调,为,节能,洗",setMode
1246,"洗碗机,模式,调,为,消毒,洗",setMode
1247,"洗碗机,模式,调,为,自动",setMode
1248,"洗碗机,模式,调,为,玻璃,洗",setMode
1249,"洗碗机,模式,调,为,冲洗",setMode
1250,"洗碗机,模式,调,为,果蔬,洗",setMode
1251,"洗碗机,模式,调,为,标准,洗",setMode
1252,"洗碗机,模式,调,为,即时,洗",setMode
1253,"洗碗机,模式,调,为,经济,洗",setMode
1254,"厨房,洗碗机,模式,调,为,智能,洗",setMode
1255,"厨房,洗碗机,模式,调,为,强力,洗",setMode
1256,"厨房,洗碗机,模式,调,为,智能",setMode
1257,"厨房,洗碗机,模式,调,为,强力",setMode
1258,"厨房,洗碗机,模式,调,为,骨瓷,洗",setMode
1259,"厨房,洗碗机,模式,调为,速洗",setMode
1260,"厨房,洗碗机,模式,调为,快,洗",setMode
1261,"厨房,洗碗机,模式,调,为,节能,洗",setMode
1262,"厨房,洗碗机,模式,调,为,消毒,洗",setMode
1263,"厨房,洗碗机,模式,调,为,自动",setMode
1264,"厨房,洗碗机,模式,调,为,玻璃,洗",setMode
1265,"厨房,洗碗机,模式,调,为,冲洗",setMode
1266,"厨房,洗碗机,模式,调,为,果蔬,洗",setMode
1267,"厨房,洗碗机,模式,调,为,标准,洗",setMode
1268,"厨房,洗碗机,模式,调,为,即时,洗",setMode
1269,"厨房,洗碗机,模式,调,为,经济,洗",setMode
1270,"洗碗机,模式,改,到,智能,洗",setMode
1271,"洗碗机,模式,改,到,强力,洗",setMode
1272,"洗碗机,模式,改,到,智能",setMode
1273,"洗碗机,模式,改,到,强力",setMode
1274,"洗碗机,模式,改,到,骨瓷,洗",setMode
1275,"洗碗机,模式,改到,速洗",setMode
1276,"洗碗机,模式,改到,快,洗",setMode
1277,"洗碗机,模式,改,到,节能,洗",setMode
1278,"洗碗机,模式,改,到,消毒,洗",setMode
1279,"洗碗机,模式,改,到,自动",setMode
1280,"洗碗机,模式,改,到,玻璃,洗",setMode
1281,"洗碗机,模式,改,到,冲洗",setMode
1282,"洗碗机,模式,改,到,果蔬,洗",setMode
1283,"洗碗机,模式,改,到,标准,洗",setMode
1284,"洗碗机,模式,改,到,即时,洗",setMode
1285,"洗碗机,模式,改,到,经济,洗",setMode
1286,"厨房,洗碗机,模式,改,到,智能,洗",setMode
1287,"厨房,洗碗机,模式,改,到,强力,洗",setMode
1288,"厨房,洗碗机,模式,改,到,智能",setMode
1289,"厨房,洗碗机,模式,改,到,强力",setMode
1290,"厨房,洗碗机,模式,改,到,骨瓷,洗",setMode
1291,"厨房,洗碗机,模式,改到,速洗",setMode
1292,"厨房,洗碗机,模式,改到,快,洗",setMode
1293,"厨房,洗碗机,模式,改,到,节能,洗",setMode
1294,"厨房,洗碗机,模式,改,到,消毒,洗",setMode
1295,"厨房,洗碗机,模式,改,到,自动",setMode
1296,"厨房,洗碗机,模式,改,到,玻璃,洗",setMode
1297,"厨房,洗碗机,模式,改,到,冲洗",setMode
1298,"厨房,洗碗机,模式,改,到,果蔬,洗",setMode
1299,"厨房,洗碗机,模式,改,到,标准,洗",setMode
1300,"厨房,洗碗机,模式,改,到,即时,洗",setMode
1301,"厨房,洗碗机,模式,改,到,经济,洗",setMode
1302,"空调,是否,打开",statusEnquiry
1303,"空调,打开,了,吗",statusEnquiry
1304,"空调,的,开关,状态,是,什么",statusEnquiry
1305,"空调,已经,打开,了,吗",statusEnquiry
1306,"空调,多少度",statusEnquiry
1307,"空调,温度,多少",statusEnquiry
1308,"空调,现在,几度",statusEnquiry
1309,"空调,几度,了",statusEnquiry
1310,"空调,现在,什么,模式",statusEnquiry
1311,"空调,当前,什么,模式",statusEnquiry
1312,"空调,的,模式,是,什么",statusEnquiry
1313,"空调,现在,什么,风速",statusEnquiry
1314,"空调,风速,多少",statusEnquiry
1315,"空调,几档,风速",statusEnquiry
1316,"净化器,是否,打开",statusEnquiry
1317,"净化器,打开,了,吗",statusEnquiry
1318,"净化器,的,开关,状态,是,什么",statusEnquiry
1319,"净化器,已经,打开,了,吗",statusEnquiry
1320,"净化器,现在,什么,风速",statusEnquiry
1321,"净化器,风速,多少",statusEnquiry
1322,"净化器,几档,风速",statusEnquiry
1323,"净化器,现在,什么,模式",statusEnquiry
1324,"净化器,当前,什么,模式",statusEnquiry
1325,"净化器,的,模式,是,什么",statusEnquiry
1326,"洗衣机,是否,打开",statusEnquiry
1327,"洗衣机,打开,了,吗",statusEnquiry
1328,"洗衣机,的,开关,状态,是,什么",statusEnquiry
1329,"洗衣机,已经,打开,了,吗",statusEnquiry
1330,"洗衣机,现在,什么,程序",statusEnquiry
1331,"洗衣机,当前,什么,程序",statusEnquiry
1332,"洗衣机,的,程序,模式,是,什么",statusEnquiry
1333,"洗衣机,洗完,了,吗",statusEnquiry
1334,"热水器,是否,打开",statusEnquiry
1335,"热水器,打开,了,吗",statusEnquiry
1336,"热水器,的,开关,状态,是,什么",statusEnquiry
1337,"热水器,已经,打开,了,吗",statusEnquiry
1338,"热水器,多少度",statusEnquiry
1339,"热水器,温度,多少",statusEnquiry
1340,"热水器,现在,几度",statusEnquiry
1341,"热水器,几度,了",statusEnquiry
1342,"烤箱,是否,打开",statusEnquiry
1343,"烤箱,打开,了,吗",statusEnquiry
1344,"烤箱,的,开关,状态,是,什么",statusEnquiry
1345,"烤箱,已经,打开,了,吗",statusEnquiry
1346,"烤箱,多少度",statusEnquiry
1347,"烤箱,温度,多少",statusEnquiry
1348,"烤箱,现在,几度",statusEnquiry
1349,"烤箱,几度,了",statusEnquiry
1350,"烤箱,还,剩,多少,时间",statusEnquiry
1351,"烤箱,还要,多少,时间,烤完",statusEnquiry
1352,"烤箱,还要,多久,结束",statusEnquiry
1353,"烤箱,还要,多久",statusEnquiry
1354,"油烟机,是否,打开",statusEnquiry
1355,"油烟机,打开,了,吗",statusEnquiry
1356,"油烟机,的,开关,状态,是,什么",statusEnquiry
1357,"油烟机,已经,打开,了,吗",statusEnquiry
1358,"扫地机,是否,打开",statusEnquiry
1359,"扫地机,打开,了,吗",statusEnquiry
1360,"扫地机,的,开关,状态,是,什么",statusEnquiry
1361,"扫地机,已经,打开,了,吗",statusEnquiry
1362,"烤箱,烤,好了吗",statusEnquiry
1363,"烤箱,烤完,了,吗",statusEnquiry
1364,天气,query
1365,"今天天气,如何",query
1366,"现在,天气,如何",query
1367,"北京,现在,天气,怎么样",query
1368,"上海,呢",query
1369,"明天,呢",query
1370,温度,query
1371,"今天,温度,多少",query
1372,"现在,温度,多少",query
1373,"北京,温度,多少",query
1374,"北京,今天,温度,多少",query
1375,"北京,现在,温度,多少",query
1376,"上海,呢",query
1377,"周一,的,天气",query
1378,"下,周二,的,天气",query
1379,"7,月,2,号,的,天气",query
1380,"端午节,是,哪一天",null
1381,"海尔,股价,是,多少",null
1382,"北京,今天,限行,尾号,是,多少",queryTrafficLimit
1383,"3,加,2,等于,几",null
1384,"翻译,一下,what,',s, ,your, ,name",null
1385,"查顺丰,快递,123456789",null
1386,"我,是,你,的,主人,吗",null
1387,"讲讲,一休哥,的,故事",null
1388,"来,首贝瓦,儿歌",null
1389,"能,给,我,背首,石灰,吟,吗",null
1390,"给爷,来,段,笑话",null
1391,"梦到,中奖,巨额,彩票",null
1392,"笛子,的,声音",null
1393,"水流,的,声音",null
1394,"处女座,今年,运势,怎么样",null
1395,"为什么,睡前,不应,喝,浓茶",null
1396,"我们,来,成语,接龙",null
1397,"布谷鸟,的,叫声",null
1398,"天文,望远镜,是,什么,？",null
1399,"播放,儿歌, ,小兔子,乖乖",null
1400,顺口溜,null
1401,"脑筋,急转弯",null
1402,绕口令,null
1403,猜谜语,null
1404,"背诵,出师表",null
1405,"现在,几点",null
1406,"现在,几点,了",null
1407,"现在,大概,几点,了",null
1408,"现在,大约,几点",null
1409,"现在,几点钟",null
1410,"现在,几点钟,了",null
1411,"现在,时间",null
1412,"现在,的,时间",null
1413,"现在,时间,是,多少",null
1414,"现在,什么,时间",null
1415,"现在,大概,什么,时间",null
1416,"拨打,海尔,客服",dial
1417,打电话,null
1418,"拨打,18512345678",dial
1419,"拨打,电话,给,一零,零壹,零",dial
1420,"拨打,电话,给,100,八六",dial
1421,"拨打,12345,六柒,捌,912",dial
1422,"拨打,10010",dial
1423,"拨打,10001",dial
1424,"拨打,电信,客服",null
1425,"拨打,中国电信,客服",null
1426,"来,一首,好听,的,音乐",play
1427,"换,一首,周杰伦,的,歌",play
1428,"我,想,听",null
1429,"我,想,听,吻别",play
1430,"我,想,听,刘德华,的,歌",play
1431,"我,想,听,王菲,和,那英,的,歌",play
1432,"我,想,听,周杰伦,的,双节棍",play
1433,"我,想,听,摇滚,的,歌",play
1434,"我,想,听,民谣,的,歌",play
1435,"我,想,听,轻音乐,的,歌",play
1436,"我,想,听,纯音乐,的,歌",play
1437,"我,想,听,爵士,的,歌",play
1438,"我,想,听,电子,的,歌",play
1439,"我,想,听说,唱的歌",play
1440,"我,想,听,R,&,B,的,歌",play
1441,"我,想,听,古典,的,歌",play
1442,"我,想,听,POP,的,歌",play
1443,"我,想,听,乡村,的,歌",play
1444,"我,想,听,怀旧,的,歌",play
1445,"我,想,听,流行,的,歌",play
1446,"我,想,听,民族,的,歌",play
1447,"我,想,听,英语,的,歌",play
1448,"我,想,听,英文,摇滚,的,歌",play
1449,"我,想,听,汪峰,的,摇滚歌曲",play
1450,"我,想,听,汪峰,的,摇滚歌曲,怒放,的,生命",play
1451,"播放,啊啊啊",null
1452,"来,一个,巴拉巴,拉",play
1453,"我,想,听,R,&,B,的,歌",play
1454,"随便,来,首歌",play
1455,"我想,听趣,说,野史",play
1456,"我,想,听,郭德纲,的,节目",play
1457,"我,想,听相声",play
1458,"我,想,听,郭德纲,的,双槐树",play
1459,"我,想,听,郭德纲,和,于,谦,的,笑傲江湖",play
1460,"我,想,听,郭德纲,的,相声",play
1461,"我,想,听,郭德纲,和,于,谦,的,相声",play
1462,"我,想,听相声,双槐树",play
1463,"我,想,听,中国,交通广播",play
1464,"我,想,听,中国,交通,广播电台",play
1465,"我,想,听,中国,交通广播,的,两性话题",play
1466,"我,想,听,中国,交通广播,的,相声",play
1467,"播放,易中天,品,三国,第一集",play
1468,"播放,历史,节目",play
1469,"播放,广播",play
1470,"播放,妲,己,陪你玩,第三集",play
1471,"我,想,听,英文,信息,革命,第十三章",play
1472,"给,我播,中国,功夫,史",play
1473,"我要,听,净土,辅导,圆函,法师,第五十三回",play
1474,"我要,听,四大名著",play
1475,新闻,query
1476,"播放,昨天晚上,的,新闻",query
1477,"播放,今晚,的,新闻",query
1478,"播放,2018,年,7,月,4,日,的,早间,新闻",query
1479,"播放,上,上周,一,的,新闻",query
1480,"播放,上周三,的,新闻",query
1481,"我,想,听,明天,的,新闻",query
1482,"我,想,听,今天,的,新闻",query
1483,"我,想,听,5,月,8,号,的,新闻",query
1484,"我,想,听,2018,年,5,月,8,号,的,新闻",query
1485,"我,想,听,早间,的,新闻",query
1486,"我,想,听,午间,新闻",query
1487,"我,想,听,今天,晚间,的,新闻",query
1488,"我,想,听,今天,北京,的,新闻",query
1489,"我,想,听,科技,新闻",query
1490,"我,想,听,科技,和,娱乐,新闻",query
1491,"我,想,听,杨,幂,的,新闻",query
1492,"我,想,听,杨,幂,和,刘恺威,的,新闻",query
1493,"我,想,听,昨天晚上,北京,的,科技,新闻",query
1494,"我,想,听,今天,早上,北京,杨幂,的,娱乐,新闻",query
1495,"播放,三国演义,第十集",play
1496,闹钟,other
1497,"提醒,我,下午,三点,吃饭",add
1498,"三十分钟,后,叫,我",other
1499,"设置,明天,早上,三点,的,闹钟",other
1500,"定,一个,18,点,的,闹钟",add
1501,"定,一个,18,点,30,分,的,闹钟",add
1502,"定,一个,18,点,30,分,20,秒,的,闹钟",add
1503,"设,20,号,18,点,的,闹钟",add
1504,"设,5,月,20,号,18,点,的,闹钟",add
1505,"设,2018,年,5,月,20,号,18,点,的,闹钟",add
1506,"设,2018,年,5,月,20,号,18,点,30,分,20,秒,的,闹钟",add
1507,"设,周四,8,点,的,闹钟",add
1508,"设,工作日,早上,7,点,的,闹钟",add
1509,"设,周末,早上,10,点,的,闹钟",add
1510,"设,明天,18,点,的,闹钟",add
1511,"设,明天,早上,8,点,的,闹钟",add
1512,"设,后天,下午,3,点,的,闹钟",add
1513,"设,每天,早上,8,点,的,闹钟",add
1514,"设,每周,一,早上,8,点,的,闹钟",add
1515,"设,每月,一号,早上,8,点,的,闹钟",add
1516,"设,3,小时,后,的,闹钟",add
1517,"设,3,小时,10,分后,的,闹钟",add
1518,"设,3,小时,10,分,20,秒,后,的,闹钟",add
1519,"删除,18,点,的,闹钟",delete
1520,"删除,闹钟",delete
1521,"查询,18,点,的,闹钟",query
1522,"查询,闹钟",query
1523,"删除,所有,闹钟",delete
1524,"设置,上午,7,点,的,闹钟",add
1525,"设置,中午,11,点,的,闹钟",add
1526,"设置,中午,2,点,的,闹钟",add
1527,"设置,上午,23,点,的,闹钟",add
1528,"设置,晚上,十点,的,闹钟",add
1529,日程,other
1530,提醒,other
1531,"提醒,我,8,:,05,起床",add
1532,"设,08,:,07,：,06,的,闹钟",add
1533,"提醒,后天,下午,3,点,打球",add
1534,"提醒,每天,早上,8,点,起床",add
1535,"提醒,每周,一,早上,8,点,起床",add
1536,"提醒,每月,一号,早上,8,点,起床",add
1537,"提醒,3,小时,后,打球",add
1538,"提醒,3,小时,10,分后,打球",add
1539,"提醒,3,小时,10,分,20,秒,后,打球",add
1540,"删除,18,点,的,提醒",delete
1541,"删除,18,点,打球,的,日程",delete
1542,"删除,日程",delete
1543,"查询,18,点,的,提醒",query
1544,"查询,18,点,打球,的,提醒",query
1545,"查询,提醒",query
1546,"删除,所有,日程",delete
1547,"三点,叫醒,我",add
1548,"下午,三点,提醒,吃饭",add
1549,"请,在,8,点,提醒,我",other
1550,"今天,晚上,九点,提醒,我,睡觉",add
1551,"没事,了,?",break
1552,"嗨,小优,!",continue
1553,"格力空调,好,吗,？",query
1554,"空调,漏水,怎么办,@,@",query
1555,"冰箱,臭烘烘,的,##",query
1556,"冰箱,适合,放,什么,食物",query
1557,"什么,食物,适合,放在,冰箱,里",query
1558,"怎么,做,%",query
1559,"红烧,丸子,怎么,做,&",query
1560,"红烧肉,怎么,做,？",query
1561,"宫保鸡,丁,怎么,做,-,=,=",query
1562,"空调,漏水,怎么办",query
1563,"我,想,听,科技,新闻,*,*",query
1564,"音量,多少",queryVolume
1565,"设置,音量,为,30%",setVolume
1566,"设置,音量,为,30,格",setVolume
1567,"设置,音量,为,30",setVolume
1568,"设置,音量,为,120",setVolume
1569,"增大,音量,30%",voiceUp
1570,"减小,音量,30%",voiceDown
1571,"《,你,是,谁,》",other
1572,"@,你,会,什么,@",other
1573,"天气,~,!",query
1574,"今天天气,如何,@",query
1575,"现在,天气,如何,#",query
1576,"北京,天气,如何,？",query
1577,"北京,今天天气,怎么样,？",query
1578,"北京,现在,天气,怎么样",query
1579,"上海,呢,%&",query
1580,"明天,呢,%",query
1581,"温度,…,…",query
1582,"今天,温度,多少,*",query
1583,"现在,温度,多少",query
1584,"北京,温度,多少,。",query
1585,"北京,今天,温度,多少,，,，",query
1586,"北京,现在,温度,多少,、,、,？,？",query
1587,"上海,呢,/,/",query
1588,"我要,洗,红色,衣服",setWashingCard
1589,"我要,洗,混,搭色,衣服",setWashingCard
1590,"我要,洗,粉色,衣服",setWashingCard
1591,"我要,洗,灰色,衣服",setWashingCard
1592,"我要,洗,黑色,衣服",setWashingCard
1593,"我要,洗,白色,衣服",setWashingCard
1594,"我要,洗,黄色,衣服",setWashingCard
1595,"我要,洗,米色,衣服",setWashingCard
1596,"我要,洗,绿色,衣服",setWashingCard
1597,"我要,洗,蓝色,衣服",setWashingCard
1598,"我要,洗,紫色,衣服",setWashingCard
1599,"我要,洗,棕色,衣服",setWashingCard
1600,"我要,洗,巧克力,色,衣服",setWashingCard
1601,"我要,洗,青色,衣服",setWashingCard
1602,"我要,洗,橙色,衣服",setWashingCard
1603,"我要,洗,橄榄色,衣服",setWashingCard
1604,"我要,洗,卡其色,衣服",setWashingCard
1605,"我要,洗,黑白,灰,衣服",setWashingCard
1606,"我要,洗,肤色,衣服",setWashingCard
1607,"我要,洗,葡萄,色,衣服",setWashingCard
1608,"我要,洗,乳白色,衣服",setWashingCard
1609,"我要,洗,深红色,衣服",setWashingCard
1610,"我要,洗,粉红色,衣服",setWashingCard
1611,"我要,洗,浅,红色,衣服",setWashingCard
